"leverantor","period","tjanst","tjanstdelt_ny","tjanstdelt_pagaende","tjanstdelt_avslutat","total_ny","total_pagaende","andel_ny","andel_pagaende"
"AB Arbetskonsulterna i Sverige","2022-01","Rusta och Matcha",0,9,0,10877,43054,0,0.000209039810470572
"AB Arbetskonsulterna i Sverige","2022-02","Rusta och Matcha",52,68,0,16179,55202,0.00321404289511095,0.00123183942610775
"AB Arbetskonsulterna i Sverige","2022-03","Rusta och Matcha",35,110,0,15411,65117,0.00227110505483096,0.00168926701168666
"AB Arbetskonsulterna i Sverige","2022-04","Rusta och Matcha",22,122,10,11321,68619,0.00194329122869004,0.00177793322549148
"AB Arbetskonsulterna i Sverige","2022-05","Rusta och Matcha",20,121,21,10669,70318,0.00187458993345206,0.00172075428766461
"AB Arbetskonsulterna i Sverige","2022-06","Rusta och Matcha",23,135,9,7847,68443,0.00293105645469606,0.00197244422366056
"AB Arbetskonsulterna i Sverige","2022-07","Rusta och Matcha",12,138,9,7911,69212,0.00151687523701176,0.00199387389470034
"AB Arbetskonsulterna i Sverige","2022-08","Rusta och Matcha",16,138,12,4820,65940,0.0033195020746888,0.00209281164695177
"AB Arbetskonsulterna i Sverige","2022-09","Rusta och Matcha",27,153,16,8197,66124,0.00329388800780773,0.00231383461375597
"AB Arbetskonsulterna i Sverige","2022-10","Rusta och Matcha",27,168,15,11356,69163,0.0023775977456851,0.00242904443127106
"AB Arbetskonsulterna i Sverige","2022-11","Rusta och Matcha",32,175,20,10934,70709,0.00292665081397476,0.00247493246969976
"AB Arbetskonsulterna i Sverige","2022-12","Rusta och Matcha",17,177,15,10114,70789,0.00168083844176389,0.00250038847843592
"AB Arbetskonsulterna i Sverige","2023-01","Rusta och Matcha",11,171,18,7787,67057,0.00141261076152562,0.00255006934399093
"AB Arbetskonsulterna i Sverige","2023-02","Rusta och Matcha",22,155,36,11172,67672,0.00196920873612603,0.0022904598652323
"AB Arbetskonsulterna i Sverige","2023-03","Rusta och Matcha",28,157,29,12440,69280,0.0022508038585209,0.0022661662817552
"AB Arbetskonsulterna i Sverige","2023-04","Rusta och Matcha",21,144,35,8486,63195,0.00247466415272213,0.00227866128649418
"AB Arbetskonsulterna i Sverige","2023-05","Rusta och Matcha",42,151,33,12038,60152,0.00348895165309852,0.00251030722170501
"AB Arbetskonsulterna i Sverige","2023-06","Rusta och Matcha",27,141,36,9226,55094,0.00292651203121613,0.00255926235161724
"AB Arbetskonsulterna i Sverige","2023-07","Rusta och Matcha",12,132,16,7862,51663,0.00152632917832613,0.00255502003367981
"AB Arbetskonsulterna i Sverige","2023-08","Rusta och Matcha",19,125,28,6562,44388,0.00289545870161536,0.00281607641704965
"AB Arbetskonsulterna i Sverige","2023-09","Rusta och Matcha",32,120,45,11957,41936,0.00267625658610019,0.00286150324303701
"AB Arbetskonsulterna i Sverige","2023-10","Rusta och Matcha",36,128,28,14711,47275,0.00244714839235946,0.00270756213643575
"AB Arbetskonsulterna i Sverige","2023-11","Rusta och Matcha",44,151,26,11758,52797,0.00374213301581902,0.00286001098547266
"AB Arbetskonsulterna i Sverige","2023-12","Rusta och Matcha",32,169,15,9187,56760,0.00348318275824535,0.00297744890768147
"AB Arbetskonsulterna i Sverige","2024-01","Rusta och Matcha",20,170,21,8900,59141,0.00224719101123596,0.00287448639691585
"AB Arbetskonsulterna i Sverige","2024-02","Rusta och Matcha",29,184,21,10063,63776,0.00288184438040346,0.00288509784244857
"AB Arbetskonsulterna i Sverige","2024-03","Rusta och Matcha",35,191,28,8455,64400,0.00413956238911887,0.00296583850931677
"AB Arbetskonsulterna i Sverige","2024-04","Rusta och Matcha",36,207,18,6871,62884,0.00523941202153981,0.00329177533235799
"AB Arbetskonsulterna i Sverige","2024-05","Rusta och Matcha",19,195,32,6017,57867,0.00315771979391723,0.003369796256934
"AB Arbetskonsulterna i Sverige","2024-06","Rusta och Matcha",21,190,27,5742,53560,0.00365726227795193,0.00354742345033607
"AB Arbetskonsulterna i Sverige","2024-07","Rusta och Matcha",21,196,18,5390,52364,0.0038961038961039,0.00374302956229471
"AB Arbetskonsulterna i Sverige","2024-08","Rusta och Matcha",18,181,31,2960,46070,0.00608108108108108,0.00392880399392229
"AB Arbetskonsulterna i Sverige","2024-09","Rusta och Matcha",33,179,35,6345,43259,0.00520094562647754,0.00413786726461546
"AB Arbetskonsulterna i Sverige","2024-10","Rusta och Matcha",24,174,30,7366,41513,0.00325821341297855,0.00419145809746344
"AB Arbetskonsulterna i Sverige","2024-11","Rusta och Matcha",15,164,27,5696,39416,0.00263342696629213,0.00416074690481023
"AB Arbetskonsulterna i Sverige","2024-12","Rusta och Matcha",15,152,26,5974,40168,0.00251088048208905,0.0037841067516431
"AB Coachgruppen Strömbergs","2021-04","Rusta och Matcha",0,0,0,1006,8530,0,0
"AB Coachgruppen Strömbergs","2021-05","Rusta och Matcha",0,0,0,943,8361,0,0
"AB Coachgruppen Strömbergs","2021-06","Rusta och Matcha",0,5,0,2969,9747,0,0.000512978352313532
"AB Coachgruppen Strömbergs","2021-07","Rusta och Matcha",0,8,0,3811,12383,0,0.000646046999919244
"AB Coachgruppen Strömbergs","2021-08","Rusta och Matcha",0,7,0,2428,13114,0,0.000533780692389812
"AB Coachgruppen Strömbergs","2021-09","Rusta och Matcha",0,9,0,2639,14018,0,0.000642031673562562
"AB Coachgruppen Strömbergs","2021-10","Rusta och Matcha",20,29,0,4365,16624,0.00458190148911798,0.00174446583253128
"AB Coachgruppen Strömbergs","2021-11","Rusta och Matcha",155,181,0,10345,25024,0.0149830836152731,0.00723305626598465
"AB Coachgruppen Strömbergs","2021-12","Rusta och Matcha",182,354,8,13013,35668,0.013986013986014,0.00992486262195806
"AB Coachgruppen Strömbergs","2022-01","Rusta och Matcha",115,433,34,10877,43054,0.0105727682265331,0.0100571375481953
"AB Coachgruppen Strömbergs","2022-02","Rusta och Matcha",159,543,46,16179,55202,0.00982755423697385,0.00983660012318394
"AB Coachgruppen Strömbergs","2022-03","Rusta och Matcha",190,664,65,15411,65117,0.0123288560119395,0.010197029961454
"AB Coachgruppen Strömbergs","2022-04","Rusta och Matcha",112,707,68,11321,68619,0.00989311898242205,0.0103032687739547
"AB Coachgruppen Strömbergs","2022-05","Rusta och Matcha",96,708,94,10669,70318,0.00899803168056987,0.0100685457493103
"AB Coachgruppen Strömbergs","2022-06","Rusta och Matcha",79,710,77,7847,68443,0.0100675417356952,0.0103735955466593
"AB Coachgruppen Strömbergs","2022-07","Rusta och Matcha",66,719,52,7911,69212,0.00834281380356466,0.0103883719586199
"AB Coachgruppen Strömbergs","2022-08","Rusta och Matcha",37,673,79,4820,65940,0.00767634854771784,0.0102062481043373
"AB Coachgruppen Strömbergs","2022-09","Rusta och Matcha",76,658,85,8197,66124,0.00927168476271807,0.00995100114935576
"AB Coachgruppen Strömbergs","2022-10","Rusta och Matcha",121,697,79,11356,69163,0.0106551602676999,0.0100776426702138
"AB Coachgruppen Strömbergs","2022-11","Rusta och Matcha",139,720,117,10934,70709,0.0127126394732029,0.0101825793039076
"AB Coachgruppen Strömbergs","2022-12","Rusta och Matcha",135,740,102,10114,70789,0.0133478346845956,0.0104536015482631
"AB Coachgruppen Strömbergs","2023-01","Rusta och Matcha",121,738,122,7787,67057,0.0155387183767818,0.0110055624319609
"AB Coachgruppen Strömbergs","2023-02","Rusta och Matcha",206,797,150,11172,67672,0.0184389545291801,0.0117773968554203
"AB Coachgruppen Strömbergs","2023-03","Rusta och Matcha",207,877,133,12440,69280,0.0166398713826367,0.0126587759815242
"AB Coachgruppen Strömbergs","2023-04","Rusta och Matcha",141,834,188,8486,63195,0.0166156021682772,0.0131972466176122
"AB Coachgruppen Strömbergs","2023-05","Rusta och Matcha",119,768,186,12038,60152,0.00988536301711248,0.0127676552733076
"AB Coachgruppen Strömbergs","2023-06","Rusta och Matcha",137,728,173,9226,55094,0.0148493388250596,0.0132137800849457
"AB Coachgruppen Strömbergs","2023-07","Rusta och Matcha",101,690,139,7862,51663,0.0128466039175782,0.0133557865396899
"AB Coachgruppen Strömbergs","2023-08","Rusta och Matcha",111,582,222,6562,44388,0.0169155745199634,0.0131116517977832
"AB Coachgruppen Strömbergs","2023-09","Rusta och Matcha",193,561,209,11957,41936,0.0161411725349168,0.013377527661198
"AB Coachgruppen Strömbergs","2023-10","Rusta och Matcha",184,626,119,14711,47275,0.0125076473387261,0.0132416710735061
"AB Coachgruppen Strömbergs","2023-11","Rusta och Matcha",168,704,89,11758,52797,0.0142881442422181,0.0133340909521374
"AB Coachgruppen Strömbergs","2023-12","Rusta och Matcha",133,760,77,9187,56760,0.0144769783389572,0.0133897110641297
"AB Coachgruppen Strömbergs","2024-01","Rusta och Matcha",99,739,119,8900,59141,0.011123595505618,0.0124955614548283
"AB Coachgruppen Strömbergs","2024-02","Rusta och Matcha",122,776,82,10063,63776,0.0121236211865249,0.0121675865529353
"AB Coachgruppen Strömbergs","2024-03","Rusta och Matcha",96,729,146,8455,64400,0.0113542282672975,0.0113198757763975
"AB Coachgruppen Strömbergs","2024-04","Rusta och Matcha",92,692,123,6871,62884,0.0133896084994906,0.0110043890337765
"AB Coachgruppen Strömbergs","2024-05","Rusta och Matcha",86,651,130,6017,57867,0.0142928369619412,0.0112499351962258
"AB Coachgruppen Strömbergs","2024-06","Rusta och Matcha",75,602,122,5742,53560,0.0130616509926855,0.0112397311426438
"AB Coachgruppen Strömbergs","2024-07","Rusta och Matcha",71,612,67,5390,52364,0.0131725417439703,0.0116874188373692
"AB Coachgruppen Strömbergs","2024-08","Rusta och Matcha",46,525,135,2960,46070,0.0155405405405405,0.011395702192316
"AB Coachgruppen Strömbergs","2024-09","Rusta och Matcha",92,493,129,6345,43259,0.0144996059889677,0.0113964724103655
"AB Coachgruppen Strömbergs","2024-10","Rusta och Matcha",104,502,98,7366,41513,0.0141189247895737,0.0120925974995784
"AB Coachgruppen Strömbergs","2024-11","Rusta och Matcha",83,493,98,5696,39416,0.0145716292134831,0.0125076111223868
"AB Coachgruppen Strömbergs","2024-12","Rusta och Matcha",88,512,65,5974,40168,0.0147304988282558,0.0127464648476399
"AB Effektiv Matchning","2022-02","Rusta och Matcha",17,18,0,16179,55202,0.00105074479263242,0.000326075142204993
"AB Effektiv Matchning","2022-03","Rusta och Matcha",49,64,5,15411,65117,0.00317954707676335,0.000982846261344964
"AB Effektiv Matchning","2022-04","Rusta och Matcha",34,85,10,11321,68619,0.00300326826252098,0.00123872396858013
"AB Effektiv Matchning","2022-05","Rusta och Matcha",26,101,13,10669,70318,0.00243696691348767,0.00143633209135641
"AB Effektiv Matchning","2022-06","Rusta och Matcha",24,115,13,7847,68443,0.00305849369185676,0.00168023026459974
"AB Effektiv Matchning","2022-07","Rusta och Matcha",10,119,10,7911,69212,0.0012640626975098,0.00171935502514015
"AB Effektiv Matchning","2022-08","Rusta och Matcha",10,108,19,4820,65940,0.0020746887966805,0.00163785259326661
"AB Effektiv Matchning","2022-09","Rusta och Matcha",22,118,15,8197,66124,0.0026839087471026,0.00178452604198173
"AB Effektiv Matchning","2022-10","Rusta och Matcha",41,137,18,11356,69163,0.00361042620641071,0.00198082789931032
"AB Effektiv Matchning","2022-11","Rusta och Matcha",24,139,19,10934,70709,0.00219498811048107,0.00196580350450438
"AB Effektiv Matchning","2022-12","Rusta och Matcha",24,154,11,10114,70789,0.00237294838837255,0.00217547924112503
"AB Effektiv Matchning","2023-01","Rusta och Matcha",11,144,22,7787,67057,0.00141261076152562,0.00214742681599236
"AB Effektiv Matchning","2023-02","Rusta och Matcha",18,141,23,11172,67672,0.00161117078410311,0.00208357961934035
"AB Effektiv Matchning","2023-03","Rusta och Matcha",20,127,35,12440,69280,0.00160771704180064,0.00183314087759815
"AB Effektiv Matchning","2023-04","Rusta och Matcha",16,112,31,8486,63195,0.001885458402074,0.0017722921117177
"AB Effektiv Matchning","2023-05","Rusta och Matcha",42,124,28,12038,60152,0.00348895165309852,0.00206144434100279
"AB Effektiv Matchning","2023-06","Rusta och Matcha",23,115,35,9226,55094,0.00249295469325818,0.00208734163429775
"AB Effektiv Matchning","2023-07","Rusta och Matcha",25,124,15,7862,51663,0.0031798524548461,0.00240017033466891
"AB Effektiv Matchning","2023-08","Rusta och Matcha",24,121,30,6562,44388,0.00365742151782993,0.00272596197170406
"AB Effektiv Matchning","2023-09","Rusta och Matcha",41,126,36,11957,41936,0.00342895375094087,0.00300457840518886
"AB Effektiv Matchning","2023-10","Rusta och Matcha",33,143,18,14711,47275,0.00224321935966284,0.00302485457429931
"AB Effektiv Matchning","2023-11","Rusta och Matcha",36,156,24,11758,52797,0.00306174519476101,0.002954713335985
"AB Effektiv Matchning","2023-12","Rusta och Matcha",24,161,22,9187,56760,0.00261238706868401,0.00283650458069063
"AB Effektiv Matchning","2024-01","Rusta och Matcha",20,164,19,8900,59141,0.00224719101123596,0.00277303393584823
"AB Effektiv Matchning","2024-02","Rusta och Matcha",38,185,17,10063,63776,0.00377620987777005,0.0029007777220271
"AB Effektiv Matchning","2024-03","Rusta och Matcha",26,187,25,8455,64400,0.00307510348905973,0.00290372670807453
"AB Effektiv Matchning","2024-04","Rusta och Matcha",25,183,28,6871,62884,0.00363848057051375,0.00291012022135996
"AB Effektiv Matchning","2024-05","Rusta och Matcha",19,163,43,6017,57867,0.00315771979391723,0.00281680405066791
"AB Effektiv Matchning","2024-06","Rusta och Matcha",11,144,29,5742,53560,0.00191570881226054,0.00268857356235997
"AB Effektiv Matchning","2024-07","Rusta och Matcha",14,142,18,5390,52364,0.0025974025974026,0.00271178672370331
"AB Effektiv Matchning","2024-08","Rusta och Matcha",0,120,25,2960,46070,0,0.00260473192967224
"AB Effektiv Matchning","2024-09","Rusta och Matcha",24,112,31,6345,43259,0.00378250591016548,0.00258905661249682
"AB Effektiv Matchning","2024-10","Rusta och Matcha",29,116,25,7366,41513,0.00393700787401575,0.00279430539830896
"AB Effektiv Matchning","2024-11","Rusta och Matcha",14,114,15,5696,39416,0.00245786516853933,0.00289222650700223
"AB Effektiv Matchning","2024-12","Rusta och Matcha",24,119,18,5974,40168,0.00401740877134248,0.00296255725951006
"AB Jobbredo Sverige","2023-05","Rusta och Matcha",0,0,0,12038,60152,0,0
"AB Jobbredo Sverige","2023-06","Rusta och Matcha",0,0,0,9226,55094,0,0
"AB Jobbredo Sverige","2023-07","Rusta och Matcha",7,10,0,7862,51663,0.000890358687356907,0.000193562123763622
"AB Jobbredo Sverige","2023-08","Rusta och Matcha",0,11,0,6562,44388,0,0.000247814724700369
"AB Jobbredo Sverige","2023-09","Rusta och Matcha",9,23,0,11957,41936,0.000752697164840679,0.00054845478824876
"AB Jobbredo Sverige","2023-10","Rusta och Matcha",19,45,0,14711,47275,0.00129155054041194,0.000951877313590693
"AB Jobbredo Sverige","2023-11","Rusta och Matcha",15,53,7,11758,52797,0.00127572716448376,0.0010038449154308
"AB Jobbredo Sverige","2023-12","Rusta och Matcha",0,55,0,9187,56760,0,0.000968992248062015
"AB Jobbredo Sverige","2024-01","Rusta och Matcha",5,54,5,8900,59141,0.000561797752808989,0.000913072149608563
"AB Jobbredo Sverige","2024-02","Rusta och Matcha",10,60,0,10063,63776,0.000993739441518434,0.00094079277471149
"AB Jobbredo Sverige","2024-03","Rusta och Matcha",6,58,10,8455,64400,0.000709639266706091,0.000900621118012422
"AB Jobbredo Sverige","2024-04","Rusta och Matcha",0,51,8,6871,62884,0,0.00081101711087081
"AB Jobbredo Sverige","2024-05","Rusta och Matcha",8,50,8,6017,57867,0.00132956622901778,0.00086405032229077
"AB Jobbredo Sverige","2024-06","Rusta och Matcha",0,52,0,5742,53560,0,0.000970873786407767
"AB Jobbredo Sverige","2024-07","Rusta och Matcha",6,56,0,5390,52364,0.00111317254174397,0.00106943701779849
"AB Jobbredo Sverige","2024-08","Rusta och Matcha",0,56,0,2960,46070,0,0.00121554156718038
"AB Jobbredo Sverige","2024-09","Rusta och Matcha",0,48,9,6345,43259,0,0.00110959569107007
"AB Jobbredo Sverige","2024-10","Rusta och Matcha",0,38,13,7366,41513,0,0.000915375906342591
"AB Jobbredo Sverige","2024-11","Rusta och Matcha",0,31,10,5696,39416,0,0.000786482646640958
"AB Jobbredo Sverige","2024-12","Rusta och Matcha",0,35,0,5974,40168,0,0.000871340370444135
"AB Jobbservice & Co","2024-01","Rusta och Matcha",0,0,0,8900,59141,0,0
"AB Jobbservice & Co","2024-02","Rusta och Matcha",0,0,0,10063,63776,0,0
"AB Jobbservice & Co","2024-03","Rusta och Matcha",0,0,0,8455,64400,0,0
"AB Jobbservice & Co","2024-04","Rusta och Matcha",0,5,0,6871,62884,0,7.95114814579225e-05
"AB Jobbservice & Co","2024-05","Rusta och Matcha",0,7,0,6017,57867,0,0.000120967045120708
"AB Jobbservice & Co","2024-06","Rusta och Matcha",0,9,0,5742,53560,0,0.000168035847647498
"AB Jobbservice & Co","2024-07","Rusta och Matcha",0,8,0,5390,52364,0,0.000152776716828355
"AB Jobbservice & Co","2024-08","Rusta och Matcha",0,10,0,2960,46070,0,0.000217060994139353
"AB Jobbservice & Co","2024-09","Rusta och Matcha",0,10,0,6345,43259,0,0.00023116576897293
"AB Jobbservice & Co","2024-10","Rusta och Matcha",0,8,0,7366,41513,0,0.000192710717124756
"AB Jobbservice & Co","2024-11","Rusta och Matcha",10,15,0,5696,39416,0.00175561797752809,0.000380556119342399
"AB Jobbservice & Co","2024-12","Rusta och Matcha",7,24,0,5974,40168,0.00117174422497489,0.000597490539733121
"AB Osynliga jobb","2021-11","Rusta och Matcha",77,78,0,10345,25024,0.00744320927984534,0.00311700767263427
"AB Osynliga jobb","2021-12","Rusta och Matcha",101,176,5,13013,35668,0.00776146929993084,0.00493439497588875
"AB Osynliga jobb","2022-01","Rusta och Matcha",88,259,6,10877,43054,0.00809046612117312,0.0060157012124309
"AB Osynliga jobb","2022-02","Rusta och Matcha",99,339,15,16179,55202,0.00611904320415353,0.00614108184486069
"AB Osynliga jobb","2022-03","Rusta och Matcha",88,401,21,15411,65117,0.00571020699500357,0.00615814610623954
"AB Osynliga jobb","2022-04","Rusta och Matcha",30,394,30,11321,68619,0.00264994258457733,0.0057418499249479
"AB Osynliga jobb","2022-05","Rusta och Matcha",49,398,46,10669,70318,0.00459274533695754,0.00566000170653318
"AB Osynliga jobb","2022-06","Rusta och Matcha",55,413,37,7847,68443,0.00700904804383841,0.00603421825460602
"AB Osynliga jobb","2022-07","Rusta och Matcha",54,428,39,7911,69212,0.0068259385665529,0.00618389874588222
"AB Osynliga jobb","2022-08","Rusta och Matcha",33,400,60,4820,65940,0.00684647302904564,0.00606612071580224
"AB Taktik Sweden","2022-07","Rusta och Matcha",0,7,0,7911,69212,0,0.000101138530890597
"AB Taktik Sweden","2022-08","Rusta och Matcha",12,30,0,4820,65940,0.0024896265560166,0.000454959053685168
"AB Taktik Sweden","2022-09","Rusta och Matcha",23,57,0,8197,66124,0.00280590459924363,0.00086201681688948
"AB Taktik Sweden","2022-10","Rusta och Matcha",28,81,12,11356,69163,0.00246565692145122,0.00117114642221997
"AB Taktik Sweden","2022-11","Rusta och Matcha",22,95,11,10934,70709,0.00201207243460765,0.00134353476926558
"AB Taktik Sweden","2022-12","Rusta och Matcha",26,112,8,10114,70789,0.0025706940874036,0.00158216672081821
"AB Taktik Sweden","2023-01","Rusta och Matcha",23,125,14,7787,67057,0.00295364068318993,0.00186408577777115
